movie_title,color,director_name,actor_2_name,gross,genres,actor_1_name,movie_imdb_link,language,country,budget,title_year,movie_facebook_likes
The Specials ,Color,Craig Mazin,James Gunn,12996,Action|Comedy|Fantasy|Sci-Fi,Judy Greer,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,English,USA,1000000,2000,210
16 to Life ,Color,Becky Smith,Emily Baldoni,,Comedy|Romance,Will Rothhaar,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,English,USA,1000000,2009,143
Alone with Her , Black and White,Eric Nicholas,Ana Claudia Talancón,10018,Crime|Drama|Thriller,Jordana Spiro,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,English,USA,1000000,2006,244
Creative Control ,Color,Benjamin Dickinson,Alexia Rasmussen,62480,Drama|Sci-Fi,Nora Zehetner,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,English,USA,1000000,2015,793
Special ,Color,Hal Haberman,Paul Blackthorne,6387,Comedy|Drama|Sci-Fi,Michael Rapaport,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,English,USA,1000000,2006,0
Sparkler ,Color,Darren Stein,Jamie Kennedy,5494,Comedy|Drama,Frances Bay,http://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,English,USA,,1997,17
The Helix... Loaded ,Color,A. Raven Cruz,Vanilla Ice,,Action|Adventure|Comedy|Fantasy|Sci-Fi,Scott Levy,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,English,USA,1000000,2005,128
In Her Line of Fire ,Color,Brian Trenchard-Smith,Mariel Hemingway,721,Action|Drama,David Keith,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,English,Germany,1000000,2006,42
The Jimmy Show ,Color,Frank Whaley,Frank Whaley,703,Comedy|Drama,Lynn Cohen,http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,English,USA,1500000,2001,47
Heli ,Color,Amat Escalante,Andrea Vergara,,Crime|Drama|Romance,Kenny Johnston,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,Spanish,Mexico,1000000,2013,0
Karachi se Lahore ,Color,Wajahat Rauf,Ayesha Omar,,Comedy|Family,Rasheed Naz,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,Urdu,Pakistan,1000000,2015,259
Loving Annabelle ,Color,Katherine Brooks,Kevin McCarthy,,Drama|Romance,Ilene Graff,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,English,USA,1000000,2006,501
Hits ,Color,David Cross,Matt Walsh,,Comedy|Drama,Jason Ritter,http://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,English,USA,1000000,2014,903
Jimmy and Judy ,Color,Randall Rubin,A.J. Buckley,,Crime|Drama|Thriller,Nicole Randall Johnson,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,English,USA,1000000,2006,138
Frat Party ,Color,Robert Bennett,Lauren C. Mayhew,,Comedy,Randy Wayne,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,English,USA,1000000,2009,297
The Party's Over , Black and White,Guy Hamilton,Eddie Albert,,Drama,Oliver Reed,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,English,UK,,1965,32
Proud ,Color,Mary Pat Kelly,Ossie Davis,,Drama,Aidan Quinn,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,English,USA,1000000,2004,141
The Poker House ,Color,Lori Petty,Chloë Grace Moretz,,Drama,Jennifer Lawrence,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,English,USA,,2008,599
Childless ,Color,Charlie Levi,Barbara Hershey,,Drama,Joe Mantegna,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,English,USA,1000000,2008,3
ZMD: Zombies of Mass Destruction ,Color,Kevin Hamedani,Janette Armand,,Comedy|Horror|Sci-Fi,Russell Hodgkinson,http://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,English,USA,500000,2009,0
Snow White: A Deadly Summer ,Color,David DeCoteau,Shanley Caswell,,Horror,Maureen McCormick,http://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,English,USA,1000000,2012,150
Hidden Away ,Color,Mikel Rueda,Germán Alcarazu,,Drama|Romance,Álex Angulo,http://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,Spanish,Spain,,2014,68
My Last Day Without You ,Color,Stefan C. Schaefer,Marlene Forte,,Comedy|Drama|Romance,Nicole Beharie,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,English,USA,1000000,2011,370
Steppin: The Movie ,Color,Michael Taliferro,Sticky Fingaz,,Comedy|Music,Wesley Jonathan,http://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,English,USA,1000000,2009,41
Doc Holliday's Revenge ,Color,David DeCoteau,Tom Berenger,,Western,William McNamara,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,English,USA,1000000,2014,54
Black Rock ,Color,Katie Aselton,Anslem Richardson,,Horror|Thriller,Katie Aselton,http://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,English,USA,,2012,0
Truth or Die ,Color,Robert Heath,Alexander Vlahos,,Horror|Mystery,David Oakes,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,English,UK,1000000,2012,968
The Pet ,Color,D. Stevens,Pierre Dulat,,Drama|Thriller,Magi Avila,http://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,English,USA,1000000,2006,91
Bang Bang Baby ,Color,Jeffrey St. Jules,Chloe Rose,,Drama|Musical|Sci-Fi,Boyd Banks,http://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,English,Canada,1000000,2014,48
Fear Clinic ,Color,Robert Hall,Kevin Gage,,Horror,Angelina Armani,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,English,USA,1000000,2015,936
Zombie Hunter ,Color,K. King,Shona Kay,,Action|Comedy|Horror,Jason K. Wixom,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,English,USA,1000000,2013,0
A Fine Step ,,Jonathan Meyers,Luke Perry,,Drama,Justin Baldoni,http://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,,USA,1000000,2014,212
Trance ,Color,Danny Boyle,Spencer Wilding,2319187,Crime|Drama|Mystery|Thriller,Rosario Dawson,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,English,UK,20000000,2013,23000
Charly ,Color,Ralph Nelson,Dick Van Patten,,Drama|Romance|Sci-Fi,Cliff Robertson,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,English,USA,,1968,785
Banshee Chapter ,Color,Blair Erickson,Katia Winter,,Horror|Thriller,Monique Candelaria,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,English,Germany,950000,2013,2000
Jesse             ,Color,,David DeLuise,,Comedy,Eric Lloyd,http://www.imdb.com/title/tt0156196/?ref_=fn_tt_tt_1,English,USA,,,57
Ask Me Anything ,Color,Allison Burnett,Gia Mantegna,,Drama,Kimberly Williams-Paisley,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,English,USA,950000,2014,884
And Then Came Love ,Color,Richard Schenkman,Mike Colter,,Comedy|Romance,Vanessa Williams,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,English,USA,989000,2007,42
Food Chains ,Color,Sanjay Rawal,Robert Kennedy Jr.,,Documentary|News,Alma Martinez,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,English,USA,913000,2014,489
On the Waterfront , Black and White,Elia Kazan,Karl Malden,9600000,Crime|Drama|Romance,Marlon Brando,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,English,USA,910000,1954,0
L!fe Happens ,Color,Kat Coiro,Geoff Stults,20186,Comedy,Justin Kirk,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,English,USA,930000,2011,995
"4 Months, 3 Weeks and 2 Days ",Color,Cristian Mungiu,Vlad Ivanov,1185783,Drama,Anamaria Marinca,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,Romanian,Romania,590000,2007,14000
The Horror Network Vol. 1 ,Color,Brian Dorton,Brian Dorton,,Horror,Javier Botet,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,English,USA,3000000,2015,52
Hard Candy ,Color,David Slade,G.J. Echternkamp,1007962,Crime|Drama|Thriller,Odessa Rae,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,English,USA,950000,2005,12000
The Quiet ,Color,Jamie Babbit,David Gallagher,381186,Drama|Thriller,Katy Mixon,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,English,USA,900000,2005,698
Circumstance ,Color,Maryam Keshavarz,Reza Sixo Safai,439958,Drama,Sarah Kazemy,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,Persian,France,,2011,0
Fruitvale Station ,Color,Ryan Coogler,Melonie Diaz,16097842,Biography|Drama|Romance,Ahna O'Reilly,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,English,USA,900000,2013,17000
The Brass Teapot ,Color,Ramaa Mosley,Michael Angarano,6643,Comedy|Fantasy|Thriller,Jack McBrayer,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,English,USA,900000,2012,0
Bambi ,Color,James Algar,Donnie Dunagan,102797150,Animation|Drama|Family,Sam Edwards,http://www.imdb.com/title/tt0034492/?ref_=fn_tt_tt_1,English,USA,,1942,0
The Hammer ,Color,Charles Herman-Wurmfeld,Rian Bishop,442638,Comedy|Romance|Sport,John Enos III,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,English,USA,850000,2007,337
Snitch ,Color,Ric Roman Waugh,Harold Perrineau,42919096,Action|Drama|Thriller,Dwayne Johnson,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,English,USA,15000000,2013,12000
Latter Days ,Color,C. Jay Cox,Rob McElhenney,819939,Comedy|Drama|Romance,Joseph Gordon-Levitt,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,English,USA,850000,2003,0
Elza ,Color,Mariette Monpierre,Christophe Cherki,,Drama,Stana Roumillac,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,French,France,900000,2011,24
1982 ,Color,Tommy Oliver,Ruby Dee,,Drama,Bokeem Woodbine,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,English,USA,1000000,2013,181
"For a Good Time, Call... ",Color,Jamie Travis,Ari Graynor,1243961,Comedy,James Wolk,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,English,USA,850000,2012,0
Celeste & Jesse Forever ,Color,Lee Toland Krieger,Janel Parrish,3094687,Comedy|Drama|Romance,Ari Graynor,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,English,USA,,2012,0
Time Changer ,Color,Rich Christiano,D. David Morin,15278,Drama|Fantasy|Sci-Fi,Gavin MacLeod,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,English,USA,825000,2002,409
London to Brighton ,Color,Paul Andrew Williams,Johnny Harris,,Crime|Drama|Thriller,Lorraine Stanley,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,English,UK,500000,2006,933
American Hero ,Color,Nick Love,Christopher Berry,,Action|Comedy|Drama|Sci-Fi,Eddie Griffin,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,English,USA,990000,2015,549
Windsor Drive ,Color,Natalie Bible',Samaire Armstrong,,Mystery|Thriller,Tommy O'Reilly,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,English,USA,100000,2015,312
A Separation ,Color,Asghar Farhadi,Leila Hatami,7098492,Drama|Mystery,Shahab Hosseini,http://www.imdb.com/title/tt1832382/?ref_=fn_tt_tt_1,Persian,Iran,500000,2011,48000
Crying with Laughter ,Color,Justin Molotnikov,Stephen McCole,,Thriller,Jo Hartley,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,English,UK,,2009,33
Welcome to the Dollhouse ,Color,Todd Solondz,Ken Leung,4771000,Comedy|Drama,Heather Matarazzo,http://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1,English,USA,800000,1995,0
Ruby in Paradise ,Color,Victor Nunez,Todd Field,1001437,Drama|Romance,Allison Dean,http://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1,English,USA,800000,1993,81
Raising Victor Vargas ,Color,Peter Sollett,Melonie Diaz,2073984,Drama|Romance,Victor Rasuk,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,English,France,800000,2002,219
Pandora's Box , Black and White,Georg Wilhelm Pabst,Francis Lederer,9950,Crime|Drama|Romance,Louise Brooks,http://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1,German,Germany,,1929,926
Harrison Montgomery ,Color,Daniel Davila,Melora Walters,,Drama,Martin Landau,http://www.imdb.com/title/tt0870118/?ref_=fn_tt_tt_1,English,USA,850000,2008,18
Live-In Maid ,Color,Jorge Gaggero,Hilda Bernard,,Drama,Norma Aleandro,http://www.imdb.com/title/tt0356453/?ref_=fn_tt_tt_1,Spanish,Argentina,800000,2004,83
Deterrence ,Color,Rod Lurie,Kathryn Morris,144583,Drama|Thriller,Kevin Pollak,http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,English,France,800000,1999,130
The Mudge Boy ,Color,Michael Burke,Tom Guiry,,Crime|Drama|Romance,Zachary Knighton,http://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1,English,USA,800000,2003,396
The Young Unknowns ,Color,Catherine Jelski,Eion Bailey,58163,Drama,Leslie Bibb,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,English,USA,,2000,4
Not Cool ,Color,Shane Dawson,Kurt Angle,35688,Comedy,Shane Dawson,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,English,USA,600000,2014,0
Dead Snow ,Color,Tommy Wirkola,Stig Frode Henriksen,41709,Comedy|Horror,Bjørn Sundquist,http://www.imdb.com/title/tt1278340/?ref_=fn_tt_tt_1,Norwegian,Norway,800000,2009,23000
Saints and Soldiers ,Color,Ryan Little,Larry Bagby,1310270,Action|Adventure|Drama|War,Corbin Allred,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,English,USA,780000,2003,1000
Vessel ,Color,Clark Baker,Alan Pietruszewski,,Horror|Sci-Fi|Short|Thriller,Taylor Pigeon,http://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,English,USA,,2012,14
American Graffiti ,Color,George Lucas,Ron Howard,115000000,Comedy|Drama|Music,Harrison Ford,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,English,USA,777000,1973,0
Iraq for Sale: The War Profiteers ,Color,Robert Greenwald,Katy Helvenston-Wettengal,,Documentary|War,Scott Helvenston,http://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1,English,USA,750000,2006,274
Aqua Teen Hunger Force Colon Movie Film for Theaters ,Color,Matt Maiellaro,Fred Armisen,5518918,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,Tina Fey,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,English,USA,750000,2007,307
Safety Not Guaranteed ,Color,Colin Trevorrow,Mark Duplass,4007792,Comedy|Drama|Romance,Mary Lynn Rajskub,http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,English,USA,750000,2012,31000
Kevin Hart: Laugh at My Pain ,Color,Leslie Small,Larry King,7705974,Comedy|Documentary,Isaac C. Singleton Jr.,http://www.imdb.com/title/tt1999192/?ref_=fn_tt_tt_1,English,USA,,2011,614
Kill List ,Color,Ben Wheatley,Ben Crompton,26297,Crime|Horror|Thriller,MyAnna Buring,http://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,English,UK,500000,2011,0
The Innkeepers ,Color,Ti West,Jake Ryan,77501,Horror,Lena Dunham,http://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1,English,USA,750000,2011,0
The Unborn ,Color,David S. Goyer,Atticus Shaffer,42638165,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,English,USA,16000000,2009,0
The Conformist ,Color,Bernardo Bertolucci,Stefania Sandrelli,,Drama,Jean-Louis Trintignant,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,Italian,Italy,750000,1970,0
Interview with the Assassin ,Color,Neil Burger,Christel Khalil,47329,Drama,Raymond J. Barry,http://www.imdb.com/title/tt0308411/?ref_=fn_tt_tt_1,English,USA,750000,2002,163
Donkey Punch ,Color,Oliver Blackburn,Nichola Burley,18378,Crime|Drama|Horror|Thriller,Julian Morris,http://www.imdb.com/title/tt0988849/?ref_=fn_tt_tt_1,English,UK,900000,2008,0
All the Boys Love Mandy Lane ,Color,Jonathan Levine,Michael Welch,,Horror,Luke Grimes,http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1,English,USA,750000,2006,2000
Bled ,Color,Christopher Hutson,Jennifer Lee Wiggins,,Horror,Dichen Lachman,http://www.imdb.com/title/tt0997143/?ref_=fn_tt_tt_1,English,USA,750000,2009,128
High Noon , Black and White,Fred Zinnemann,Lloyd Bridges,,Thriller|Western,Gary Cooper,http://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,English,USA,750000,1952,3000
Hoop Dreams ,Color,Steve James,Arthur Agee,7830611,Documentary|Drama|Sport,William Gates,http://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1,English,USA,700000,1994,0
Rize ,Color,David LaChapelle,Christopher Toler,3278611,Documentary|Music,Kevin Scott Richardson,http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,English,USA,,2005,903
Destiny ,Color,Joseph Kosinski,Lauren Cohan,,Action|Adventure|Fantasy|Sci-Fi,Peter Dinklage,http://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,English,USA,,2014,1000
L.I.E. ,Color,Michael Cuesta,Bruce Altman,1141829,Crime|Drama,Adam LeFevre,http://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1,English,USA,700000,2001,420
The Sisterhood of Night ,Color,Caryn Waechter,Kara Hayward,,Drama|Mystery|Thriller,Laura Fraser,http://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1,English,USA,1000000,2014,523
B-Girl ,Color,Emily Dell,Wesley Jonathan,,Drama|Music|Romance,Aimee Garcia,http://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1,English,USA,,2009,303
King Kong ,Color,Peter Jackson,Thomas Kretschmann,218051260,Action|Adventure|Drama|Romance,Naomi Watts,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,English,New Zealand,207000000,2005,0
House of Wax ,Color,Jaume Collet-Serra,Paris Hilton,32048809,Horror,Robert Ri'chard,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,English,Australia,30000000,2005,0
Half Nelson ,Color,Ryan Fleck,Tristan Mack Wilds,2694973,Drama,Ryan Gosling,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,English,USA,700000,2006,0
Naturally Native ,Color,Jennifer Wynne Farmer,Akima,10508,Drama,Irene Bedard,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,English,USA,700000,1998,102
Hav Plenty ,Color,Christopher Scott Cherot,Robinne Lee,2301777,Comedy,Hill Harper,http://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,English,USA,650000,1997,161
Adulterers ,Color,H.M. Coakley,Steffinnie Phrommany,,Crime|Drama|Thriller,Mehcad Brooks,http://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,English,USA,750000,2015,158
Escape from Tomorrow , Black and White,Randy Moore,Lee Armstrong,169719,Fantasy|Horror,Trey Loney,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,English,USA,,2013,0
Starsuckers ,Color,Chris Atkins,Harvey Weinstein,,Documentary,Richard Curtis,http://www.imdb.com/title/tt1510934/?ref_=fn_tt_tt_1,English,UK,400000,2009,203
The Hadza: Last of the First ,Color,Bill Benenson,Dave Fennoy,,Documentary,Alfre Woodard,http://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,English,USA,650000,2014,5
After ,Color,Ryan Smith,Madison Lintz,,Fantasy|Horror|Mystery|Thriller,Sandra Ellis Lafferty,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,English,USA,650000,2012,1000
Treachery ,Color,Travis Romero,Lorraine Ziff,,Drama|Thriller,Matthew Ziff,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,English,USA,625000,2013,0
Walter ,Color,Anna Mastro,Justin Kirk,,Comedy|Drama,Leven Rambin,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,English,USA,700000,2015,0
Top Hat , Black and White,Mark Sandrich,Edward Everett Horton,3000000,Comedy|Musical|Romance,Ginger Rogers,http://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,English,USA,609000,1935,1000
The Blair Witch Project , Black and White,Daniel Myrick,Joshua Leonard,140530114,Horror,Heather Donahue,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,English,USA,60000,1999,0
Woodstock ,Color,Michael Wadleigh,Jimi Hendrix,13300000,Documentary|History|Music,Joe Cocker,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,English,USA,600000,1970,0
The Kentucky Fried Movie ,Color,John Landis,Barry Dennen,,Comedy,David Zucker,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,English,USA,650000,1977,0
Mercy Streets ,Color,Jon Gunn,David A.R. White,171988,Action|Crime|Drama,Stacy Keach,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,English,USA,600000,2000,12
Arnolds Park ,Color,Gene Teigland,Matthew Feeney,23616,Mystery|Thriller,Kendyl Joi,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,English,USA,600000,2007,11
Broken Vessels ,Color,Scott Ziehl,Jason London,13493,Drama,William Smith,http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1,English,USA,600000,1998,51
Water & Power ,Color,Richard Montoya,Angela Nordeng,79043,Crime|Drama,Nicholas Gonzalez,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,English,USA,,2013,358
They Will Have to Kill Us First ,Color,Johanna Schwartz,Garba Touré,,Documentary,Aliou Touré,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,French,UK,400000,2015,34
Crop Circles: Quest for Truth ,Color,William Gazecki,Colin Andrews,,Documentary,Karen Alexander,http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1,English,USA,750000,2002,32
Light from the Darkroom ,Color,Lance McDaniel,Steven Michael Quezada,,Action|Drama|Thriller,Russell Wong,http://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,English,USA,600000,2014,9
Irreplaceable ,Color,Thomas Lilti,Félix Moati,,Comedy|Drama,François Cluzet,http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,French,France,,2016,36
The Maid's Room ,Color,Michael Walker,Annabella Sciorra,,Thriller,Paula Garcés,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,English,USA,600000,2013,128
A Hard Day's Night , Black and White,Richard Lester,Ringo Starr,515005,Comedy|Musical,Paul McCartney,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,English,UK,560000,1964,0
The Harvest/La Cosecha ,Color,U. Roberto Romano,,2245,Documentary,,http://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,English,USA,560000,2011,88
Love Letters ,Color,Amy Holden Jones,Sally Kirkland,,Drama|Romance,Jamie Lee Curtis,http://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,English,USA,550000,1983,7
Julija in alfa Romeo ,Color,Blaz Zavrsnik,Spela Colja,,Comedy,Dario Nozic Serini,http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1,Slovenian,Slovenia,500000,2015,18
Fireproof ,Color,Alex Kendrick,Ken Bevel,33451479,Drama|Romance,Kirk Cameron,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,English,USA,500000,2008,0
Faith Connections ,Color,Pan Nalin,Pant Shirt Baba,,Biography|Documentary|Drama,Bhole Baba,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,Hindi,India,550000,2013,126
Benji ,Color,Joe Camp,Peter Breck,39552600,Adventure|Family|Romance,Frances Bavier,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,English,USA,500000,1974,816
Open Water ,Color,Chris Kentis,Saul Stein,30500882,Adventure|Biography|Drama|Horror|Thriller,Blanchard Ryan,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,English,USA,500000,2003,0
High Road ,Color,Matt Walsh,Matt Jones,,Comedy,Joe Lo Truglio,http://www.imdb.com/title/tt1692084/?ref_=fn_tt_tt_1,English,USA,,2011,244
Kingdom of the Spiders ,Color,John 'Bud' Cardos,Hoke Howell,17000000,Horror|Sci-Fi,Woody Strode,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,English,USA,500000,1977,0
Mad Hot Ballroom ,Color,Marilyn Agrelo,Eva Carrozza,8044906,Documentary|Family|Music,Heather Berman,http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1,English,USA,,2005,588
The Station Agent ,Color,Tom McCarthy,Joe Lo Truglio,5739376,Comedy|Drama,Peter Dinklage,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,English,USA,500000,2003,0
To Save a Life ,Color,Brian Baugh,Sean Michael Afable,3773863,Drama,Randy Wayne,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,English,USA,1000000,2009,0
Wordplay ,Color,Patrick Creadon,Bill Clinton,3117666,Documentary,Ken Burns,http://www.imdb.com/title/tt0492506/?ref_=fn_tt_tt_1,English,USA,,2006,694
Beyond the Mat ,Color,Barry W. Blaustein,Vince McMahon,2047570,Biography|Documentary|Sport,Terry Funk,http://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,English,USA,500000,1999,491
The Singles Ward ,Color,Kurt Hale,Lincoln Hoppe,1250798,Comedy|Drama|Romance,Kirby Heyborne,http://www.imdb.com/title/tt0306069/?ref_=fn_tt_tt_1,English,USA,500000,2002,43
Osama ,Color,Siddiq Barmak,Zubaida Sahar,1127331,Drama,Marina Golbahari,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,Dari,Afghanistan,46000,2003,0
Sholem Aleichem: Laughing in the Darkness ,Color,Joseph Dorman,Peter Riegert,906666,Documentary,Rachel Dratch,http://www.imdb.com/title/tt1976608/?ref_=fn_tt_tt_1,English,USA,500000,2011,287
Groove ,Color,Greg Harrison,Ari Gold,1114943,Drama|Music,Rachel True,http://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1,English,USA,500000,2000,0
The R.M. ,Color,Kurt Hale,Big Budah,1111615,Comedy|Crime|Family,Kirby Heyborne,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,English,USA,500000,2003,44
Twin Falls Idaho ,Color,Michael Polish,William Katt,985341,Drama,Sasha Alexander,http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,English,USA,500000,1999,180
Mean Creek ,Color,Jacob Aaron Estes,Scott Mechlowicz,603943,Crime|Drama,Rory Culkin,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,English,USA,500000,2004,1000
